filename,label
C:\Users\ayush\Desktop\ISL\Indian\H\189.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\9\1107.jpg,9
C:\Users\ayush\Desktop\ISL\Indian\M\175.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\X\827.jpg,X
C:\Users\ayush\Desktop\ISL\Indian\I\1071.jpg,I
C:\Users\ayush\Desktop\ISL\Indian\U\148.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\M\702.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\3\312.jpg,3
C:\Users\ayush\Desktop\ISL\Indian\V\537.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\Z\718.jpg,Z
C:\Users\ayush\Desktop\ISL\Indian\H\286.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\Q\557.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\Y\738.jpg,Y
C:\Users\ayush\Desktop\ISL\Indian\R\120.jpg,R
C:\Users\ayush\Desktop\ISL\Indian\B\252.jpg,B
C:\Users\ayush\Desktop\ISL\Indian\A\929.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\3\1079.jpg,3
C:\Users\ayush\Desktop\ISL\Indian\P\1052.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\K\1146.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\O\128.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\N\371.jpg,N
C:\Users\ayush\Desktop\ISL\Indian\6\1122.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\H\139.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\M\255.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\X\227.jpg,X
C:\Users\ayush\Desktop\ISL\Indian\V\1088.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\A\412.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\A\428.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\X\177.jpg,X
C:\Users\ayush\Desktop\ISL\Indian\G\1020.jpg,G
C:\Users\ayush\Desktop\ISL\Indian\F\640.jpg,F
C:\Users\ayush\Desktop\ISL\Indian\9\715.jpg,9
C:\Users\ayush\Desktop\ISL\Indian\7\5.jpg,7
C:\Users\ayush\Desktop\ISL\Indian\B\255.jpg,B
C:\Users\ayush\Desktop\ISL\Indian\O\738.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\X\543.jpg,X
C:\Users\ayush\Desktop\ISL\Indian\N\556.jpg,N
C:\Users\ayush\Desktop\ISL\Indian\N\583.jpg,N
C:\Users\ayush\Desktop\ISL\Indian\H\915.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\V\206.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\8\483.jpg,8
C:\Users\ayush\Desktop\ISL\Indian\4\775.jpg,4
C:\Users\ayush\Desktop\ISL\Indian\W\453.jpg,W
C:\Users\ayush\Desktop\ISL\Indian\H\368.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\2\433.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\G\582.jpg,G
C:\Users\ayush\Desktop\ISL\Indian\A\597.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\1\747.jpg,1
C:\Users\ayush\Desktop\ISL\Indian\S\1063.jpg,S
C:\Users\ayush\Desktop\ISL\Indian\J\363.jpg,J
C:\Users\ayush\Desktop\ISL\Indian\5\74.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\U\198.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\U\76.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\X\88.jpg,X
C:\Users\ayush\Desktop\ISL\Indian\L\54.jpg,L
C:\Users\ayush\Desktop\ISL\Indian\V\9.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\9\130.jpg,9
C:\Users\ayush\Desktop\ISL\Indian\P\179.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\O\78.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\C\28.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\G\213.jpg,G
C:\Users\ayush\Desktop\ISL\Indian\I\415.jpg,I
C:\Users\ayush\Desktop\ISL\Indian\C\770.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\A\168.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\6\821.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\T\464.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\Q\933.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\R\621.jpg,R
C:\Users\ayush\Desktop\ISL\Indian\G\286.jpg,G
C:\Users\ayush\Desktop\ISL\Indian\Z\998.jpg,Z
C:\Users\ayush\Desktop\ISL\Indian\6\863.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\O\109.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\S\433.jpg,S
C:\Users\ayush\Desktop\ISL\Indian\4\415.jpg,4
C:\Users\ayush\Desktop\ISL\Indian\C\1068.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\2\756.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\H\606.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\7\226.jpg,7
C:\Users\ayush\Desktop\ISL\Indian\Y\590.jpg,Y
C:\Users\ayush\Desktop\ISL\Indian\1\90.jpg,1
C:\Users\ayush\Desktop\ISL\Indian\A\388.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\P\849.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\1\574.jpg,1
C:\Users\ayush\Desktop\ISL\Indian\Q\544.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\L\1173.jpg,L
C:\Users\ayush\Desktop\ISL\Indian\8\247.jpg,8
C:\Users\ayush\Desktop\ISL\Indian\2\1043.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\P\582.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\O\254.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\P\500.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\1\552.jpg,1
C:\Users\ayush\Desktop\ISL\Indian\U\821.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\D\71.jpg,D
C:\Users\ayush\Desktop\ISL\Indian\Z\270.jpg,Z
C:\Users\ayush\Desktop\ISL\Indian\F\418.jpg,F
C:\Users\ayush\Desktop\ISL\Indian\E\11.jpg,E
C:\Users\ayush\Desktop\ISL\Indian\N\312.jpg,N
C:\Users\ayush\Desktop\ISL\Indian\Y\1025.jpg,Y
C:\Users\ayush\Desktop\ISL\Indian\O\110.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\2\16.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\O\129 copy.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\B\718.jpg,B
C:\Users\ayush\Desktop\ISL\Indian\V\405.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\6\183.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\P\350.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\D\726.jpg,D
C:\Users\ayush\Desktop\ISL\Indian\J\105.jpg,J
C:\Users\ayush\Desktop\ISL\Indian\H\369.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\9\594.jpg,9
C:\Users\ayush\Desktop\ISL\Indian\V\238.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\P\587.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\K\1180.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\T\331.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\J\835.jpg,J
C:\Users\ayush\Desktop\ISL\Indian\M\719.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\M\1114.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\I\681.jpg,I
C:\Users\ayush\Desktop\ISL\Indian\4\1106.jpg,4
C:\Users\ayush\Desktop\ISL\Indian\C\354.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\F\336.jpg,F
C:\Users\ayush\Desktop\ISL\Indian\X\808.jpg,X
C:\Users\ayush\Desktop\ISL\Indian\Z\201.jpg,Z
C:\Users\ayush\Desktop\ISL\Indian\V\253.jpg,V
C:\Users\ayush\Desktop\ISL\Indian\U\237.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\G\23.jpg,G
C:\Users\ayush\Desktop\ISL\Indian\5\248.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\N\1073.jpg,N
C:\Users\ayush\Desktop\ISL\Indian\G\665.jpg,G
C:\Users\ayush\Desktop\ISL\Indian\L\313.jpg,L
C:\Users\ayush\Desktop\ISL\Indian\W\100.jpg,W
C:\Users\ayush\Desktop\ISL\Indian\R\1077.jpg,R
C:\Users\ayush\Desktop\ISL\Indian\9\257.jpg,9
C:\Users\ayush\Desktop\ISL\Indian\E\61.jpg,E
C:\Users\ayush\Desktop\ISL\Indian\2\898.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\P\659.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\R\1097.jpg,R
C:\Users\ayush\Desktop\ISL\Indian\A\1078.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\W\574.jpg,W
C:\Users\ayush\Desktop\ISL\Indian\L\648.jpg,L
C:\Users\ayush\Desktop\ISL\Indian\T\787.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\E\243.jpg,E
C:\Users\ayush\Desktop\ISL\Indian\Z\56.jpg,Z
C:\Users\ayush\Desktop\ISL\Indian\P\833.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\9\127.jpg,9
C:\Users\ayush\Desktop\ISL\Indian\J\751.jpg,J
C:\Users\ayush\Desktop\ISL\Indian\M\1093.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\S\929.jpg,S
C:\Users\ayush\Desktop\ISL\Indian\O\160 copy.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\E\831.jpg,E
C:\Users\ayush\Desktop\ISL\Indian\F\556.jpg,F
C:\Users\ayush\Desktop\ISL\Indian\4\252.jpg,4
C:\Users\ayush\Desktop\ISL\Indian\X\1161.jpg,X
C:\Users\ayush\Desktop\ISL\Indian\8\78.jpg,8
C:\Users\ayush\Desktop\ISL\Indian\K\869.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\T\560.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\Z\149.jpg,Z
C:\Users\ayush\Desktop\ISL\Indian\P\178.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\5\259.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\E\259.jpg,E
C:\Users\ayush\Desktop\ISL\Indian\8\820.jpg,8
C:\Users\ayush\Desktop\ISL\Indian\5\148.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\G\195.jpg,G
C:\Users\ayush\Desktop\ISL\Indian\M\341.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\6\688.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\P\654.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\T\732.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\B\1108.jpg,B
C:\Users\ayush\Desktop\ISL\Indian\4\257.jpg,4
C:\Users\ayush\Desktop\ISL\Indian\N\755.jpg,N
C:\Users\ayush\Desktop\ISL\Indian\J\617.jpg,J
C:\Users\ayush\Desktop\ISL\Indian\8\920.jpg,8
C:\Users\ayush\Desktop\ISL\Indian\G\568.jpg,G
C:\Users\ayush\Desktop\ISL\Indian\D\1154.jpg,D
C:\Users\ayush\Desktop\ISL\Indian\3\514.jpg,3
C:\Users\ayush\Desktop\ISL\Indian\X\1099.jpg,X
C:\Users\ayush\Desktop\ISL\Indian\C\771.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\2\508.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\Y\281.jpg,Y
C:\Users\ayush\Desktop\ISL\Indian\H\562.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\M\313.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\O\321.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\8\1000.jpg,8
C:\Users\ayush\Desktop\ISL\Indian\6\548.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\S\806.jpg,S
C:\Users\ayush\Desktop\ISL\Indian\L\610.jpg,L
C:\Users\ayush\Desktop\ISL\Indian\2\407.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\8\29.jpg,8
C:\Users\ayush\Desktop\ISL\Indian\H\430.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\1\779.jpg,1
C:\Users\ayush\Desktop\ISL\Indian\S\473.jpg,S
C:\Users\ayush\Desktop\ISL\Indian\5\343.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\3\1158.jpg,3
C:\Users\ayush\Desktop\ISL\Indian\Q\245.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\Y\1122.jpg,Y
C:\Users\ayush\Desktop\ISL\Indian\E\24.jpg,E
C:\Users\ayush\Desktop\ISL\Indian\2\1004.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\F\918.jpg,F
C:\Users\ayush\Desktop\ISL\Indian\T\216.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\L\9.jpg,L
C:\Users\ayush\Desktop\ISL\Indian\U\938.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\D\250.jpg,D
C:\Users\ayush\Desktop\ISL\Indian\X\685.jpg,X
C:\Users\ayush\Desktop\ISL\Indian\E\196.jpg,E
C:\Users\ayush\Desktop\ISL\Indian\Q\726.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\1\409.jpg,1
C:\Users\ayush\Desktop\ISL\Indian\N\908.jpg,N
C:\Users\ayush\Desktop\ISL\Indian\9\422.jpg,9
C:\Users\ayush\Desktop\ISL\Indian\R\498.jpg,R
C:\Users\ayush\Desktop\ISL\Indian\U\568.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\H\1155.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\Q\387.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\2\594.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\M\1181.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\R\270.jpg,R
C:\Users\ayush\Desktop\ISL\Indian\7\1194.jpg,7
C:\Users\ayush\Desktop\ISL\Indian\C\10.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\A\504.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\M\66.jpg,M
C:\Users\ayush\Desktop\ISL\Indian\8\276.jpg,8
C:\Users\ayush\Desktop\ISL\Indian\2\1112.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\Q\524.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\U\448.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\6\1123.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\3\552.jpg,3
C:\Users\ayush\Desktop\ISL\Indian\1\180.jpg,1
C:\Users\ayush\Desktop\ISL\Indian\R\310.jpg,R
C:\Users\ayush\Desktop\ISL\Indian\1\736.jpg,1
C:\Users\ayush\Desktop\ISL\Indian\8\96.jpg,8
C:\Users\ayush\Desktop\ISL\Indian\F\615.jpg,F
C:\Users\ayush\Desktop\ISL\Indian\U\658.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\3\1134.jpg,3
C:\Users\ayush\Desktop\ISL\Indian\E\596.jpg,E
C:\Users\ayush\Desktop\ISL\Indian\N\716.jpg,N
C:\Users\ayush\Desktop\ISL\Indian\H\1178.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\9\698.jpg,9
C:\Users\ayush\Desktop\ISL\Indian\2\1014.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\D\942.jpg,D
C:\Users\ayush\Desktop\ISL\Indian\P\117.jpg,P
C:\Users\ayush\Desktop\ISL\Indian\D\1067.jpg,D
C:\Users\ayush\Desktop\ISL\Indian\2\1002.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\B\141.jpg,B
C:\Users\ayush\Desktop\ISL\Indian\6\1019.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\F\678.jpg,F
C:\Users\ayush\Desktop\ISL\Indian\T\143.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\K\1156.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\U\1028.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\R\371.jpg,R
C:\Users\ayush\Desktop\ISL\Indian\9\605.jpg,9
C:\Users\ayush\Desktop\ISL\Indian\W\1084.jpg,W
C:\Users\ayush\Desktop\ISL\Indian\5\502.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\3\320.jpg,3
C:\Users\ayush\Desktop\ISL\Indian\2\1143.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\3\212.jpg,3
C:\Users\ayush\Desktop\ISL\Indian\R\838.jpg,R
C:\Users\ayush\Desktop\ISL\Indian\T\908.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\4\186.jpg,4
C:\Users\ayush\Desktop\ISL\Indian\O\774.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\8\680.jpg,8
C:\Users\ayush\Desktop\ISL\Indian\O\665.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\A\920.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\C\752.jpg,C
C:\Users\ayush\Desktop\ISL\Indian\7\13.jpg,7
C:\Users\ayush\Desktop\ISL\Indian\9\1072.jpg,9
C:\Users\ayush\Desktop\ISL\Indian\E\761.jpg,E
C:\Users\ayush\Desktop\ISL\Indian\H\957.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\8\259.jpg,8
C:\Users\ayush\Desktop\ISL\Indian\6\675.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\7\766.jpg,7
C:\Users\ayush\Desktop\ISL\Indian\5\1064.jpg,5
C:\Users\ayush\Desktop\ISL\Indian\Z\343.jpg,Z
C:\Users\ayush\Desktop\ISL\Indian\F\989.jpg,F
C:\Users\ayush\Desktop\ISL\Indian\4\858.jpg,4
C:\Users\ayush\Desktop\ISL\Indian\9\31.jpg,9
C:\Users\ayush\Desktop\ISL\Indian\Z\681.jpg,Z
C:\Users\ayush\Desktop\ISL\Indian\O\329.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\D\867.jpg,D
C:\Users\ayush\Desktop\ISL\Indian\1\937.jpg,1
C:\Users\ayush\Desktop\ISL\Indian\Q\74.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\D\1052.jpg,D
C:\Users\ayush\Desktop\ISL\Indian\H\1183.jpg,H
C:\Users\ayush\Desktop\ISL\Indian\Q\545.jpg,Q
C:\Users\ayush\Desktop\ISL\Indian\J\1006.jpg,J
C:\Users\ayush\Desktop\ISL\Indian\T\163.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\A\204.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\K\469.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\K\431.jpg,K
C:\Users\ayush\Desktop\ISL\Indian\D\900.jpg,D
C:\Users\ayush\Desktop\ISL\Indian\O\1199.jpg,O
C:\Users\ayush\Desktop\ISL\Indian\U\378.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\N\1052.jpg,N
C:\Users\ayush\Desktop\ISL\Indian\T\76.jpg,T
C:\Users\ayush\Desktop\ISL\Indian\R\703.jpg,R
C:\Users\ayush\Desktop\ISL\Indian\A\1051.jpg,A
C:\Users\ayush\Desktop\ISL\Indian\6\18.jpg,6
C:\Users\ayush\Desktop\ISL\Indian\J\884.jpg,J
C:\Users\ayush\Desktop\ISL\Indian\E\578.jpg,E
C:\Users\ayush\Desktop\ISL\Indian\2\680.jpg,2
C:\Users\ayush\Desktop\ISL\Indian\Z\426.jpg,Z
C:\Users\ayush\Desktop\ISL\Indian\U\895.jpg,U
C:\Users\ayush\Desktop\ISL\Indian\S\799.jpg,S
